公司,通訊處名稱,地址,縣市,鄉鎮市區,設立日期,比對方式,信心度
台灣人壽保險股份有限公司,台中國際機場保險櫃台,433台中市沙鹿區中航路一段168號,臺中市,沙鹿區,2025-04-01,explicit,1.0
台灣人壽保險股份有限公司,高雄國際機場保險櫃台,812高雄市小港區中山四路2號,高雄市,小港區,2021-01-11,explicit,1.0
台灣人壽保險股份有限公司,保一通訊處,桃園市蘆竹區經國路906號7樓,桃園市,蘆竹區,2020-12-28,explicit,1.0
台灣人壽保險股份有限公司,保二通訊處,高雄市新興區六合二路１號１６樓,高雄市,新興區,2020-12-28,explicit,1.0
台灣人壽保險股份有限公司,台北第一區域通訊處,台北市中正區南陽街１號９樓,臺北市,中正區,2020-12-28,explicit,1.0
台灣人壽保險股份有限公司,台北第二區域通訊處,台北市中正區南陽街１號７樓,臺北市,中正區,2020-12-28,explicit,1.0
台灣人壽保險股份有限公司,桃竹苗第二區域通訊處,新竹市北區四維路１３０號１２樓,新竹市,北區,2020-12-28,explicit,1.0
台灣人壽保險股份有限公司,台中第一區域通訊處,台中市西區五權路７２號２樓,臺中市,西區,2020-12-28,explicit,1.0
台灣人壽保險股份有限公司,台中第二區域通訊處,台中市西區五權路７２號９樓,臺中市,西區,2020-12-28,explicit,1.0
台灣人壽保險股份有限公司,雲嘉南第一區域通訊處,台南市中西區民生路一段６２號７樓,臺南市,中西區,2020-12-28,explicit,1.0
台灣人壽保險股份有限公司,雲嘉南第二區域通訊處,台南市中西區成功路４５７號８樓,臺南市,中西區,2020-12-28,explicit,1.0
台灣人壽保險股份有限公司,高屏第一區域通訊處,高雄市新興區六合二路１號１１樓,高雄市,新興區,2020-12-28,explicit,1.0
台灣人壽保險股份有限公司,高屏第二區域通訊處,高雄市新興區六合二路１號１７樓,高雄市,新興區,2020-12-28,explicit,1.0
台灣人壽保險股份有限公司,台北直轄三通訊處,台北市中正區南陽街１號７樓,臺北市,中正區,1989-08-21,explicit,1.0
台灣人壽保險股份有限公司,北區通訊處,台北市中正區南陽街１號８樓之１,臺北市,中正區,1991-01-21,explicit,1.0
台灣人壽保險股份有限公司,台北直轄五通訊處,台北市中正區南陽街１號６樓之１,臺北市,中正區,1992-03-21,explicit,1.0
台灣人壽保險股份有限公司,康福通訊處,台北市中正區許昌街１７號５樓之１,臺北市,中正區,1992-12-21,explicit,1.0
台灣人壽保險股份有限公司,青山通訊處,台北市中正區許昌街１７號５樓,臺北市,中正區,2000-01-01,explicit,1.0
台灣人壽保險股份有限公司,台北直轄二通訊處,台北市中正區南陽街１號６樓,臺北市,中正區,2020-02-27,explicit,1.0
台灣人壽保險股份有限公司,廣鑫通訊處,台北市中正區許昌街１７號５樓,臺北市,中正區,2007-07-01,explicit,1.0
台灣人壽保險股份有限公司,台北直轄一通訊處,台北市中正區南陽街１號７樓,臺北市,中正區,2012-01-01,explicit,1.0
台灣人壽保險股份有限公司,宏暘通訊處,台北市中正區南陽街１號９樓,臺北市,中正區,2016-01-01,explicit,1.0
台灣人壽保險股份有限公司,宇悅通訊處,台北市中正區許昌街１７號１６樓,臺北市,中正區,2016-01-01,explicit,1.0
台灣人壽保險股份有限公司,宏寶通訊處,台北市中正區南陽街１號６樓,臺北市,中正區,2016-01-01,explicit,1.0
台灣人壽保險股份有限公司,樂高通訊處,台北市中正區許昌街１７號１６樓,臺北市,中正區,2016-01-01,explicit,1.0
台灣人壽保險股份有限公司,宏邁通訊處,台北市中正區南陽街１號１０樓,臺北市,中正區,2016-01-01,explicit,1.0
台灣人壽保險股份有限公司,宏業通訊處,台北市中正區許昌街１７號１６樓,臺北市,中正區,2016-01-01,explicit,1.0
台灣人壽保險股份有限公司,信昌通訊處,台北市中正區南陽街１號１０樓,臺北市,中正區,2016-01-01,explicit,1.0
台灣人壽保險股份有限公司,立盛通訊處,台北市中正區南陽街１號１０樓,臺北市,中正區,2016-01-01,explicit,1.0
台灣人壽保險股份有限公司,旭禾通訊處,新北市板橋區文化路二段288號3樓,新北市,板橋區,2014-02-01,explicit,1.0
台灣人壽保險股份有限公司,鼎興通訊處,桃園市中壢區中央西路二段３０號１３樓,桃園市,中壢區,2001-05-01,explicit,1.0
台灣人壽保險股份有限公司,聯邦通訊處,桃園市桃園區中正路１０７１號１８樓之１,桃園市,桃園區,1998-03-01,explicit,1.0
台灣人壽保險股份有限公司,和興通訊處,桃園市中壢區中央西路一段１２０號２１樓之５、６,桃園市,中壢區,2006-03-01,explicit,1.0
台灣人壽保險股份有限公司,宏宇通訊處,桃園市中壢區中央西路一段１２０號２１樓之２,桃園市,中壢區,2016-01-01,explicit,1.0
台灣人壽保險股份有限公司,冠昇通訊處,桃園市中壢區中央西路一段１２０號２１樓之４,桃園市,中壢區,2016-01-01,explicit,1.0
台灣人壽保險股份有限公司,高登通訊處,桃園市中壢區中央西路一段１２０號２１樓之４,桃園市,中壢區,2016-03-25,explicit,1.0
台灣人壽保險股份有限公司,震宏通訊處,新竹縣竹北市光明六路８７－６號６樓,新竹縣,竹北市,2016-01-01,explicit,1.0
台灣人壽保險股份有限公司,竹塹通訊處,新竹市東區林森路１７４號,新竹市,東區,1997-01-01,explicit,1.0
台灣人壽保險股份有限公司,新竹通訊處,新竹市北區四維路１３０號１１樓之２,新竹市,北區,1991-04-21,explicit,1.0
台灣人壽保險股份有限公司,新竹直轄一通訊處,新竹市北區四維路１３０號１１樓之１,新竹市,北區,2013-09-01,explicit,1.0
台灣人壽保險股份有限公司,新竹直轄一苗栗通訊處,苗栗縣苗栗市中正路６２１號,苗栗縣,苗栗市,2022-04-07,explicit,1.0
台灣人壽保險股份有限公司,苗栗通訊處,苗栗縣頭份市建國路二段２８９號１樓、２樓,苗栗縣,頭份市,1997-04-01,explicit,1.0
台灣人壽保險股份有限公司,中興通訊處,台中市西區五權路７２號１２樓,臺中市,西區,2014-01-01,explicit,1.0
台灣人壽保險股份有限公司,台新通訊處,台中市西區五權路７２號５樓之２,臺中市,西區,1995-01-01,explicit,1.0
台灣人壽保險股份有限公司,中華通訊處,台中市西區五權路７２號７樓之２,臺中市,西區,1996-09-01,explicit,1.0
台灣人壽保險股份有限公司,興昌通訊處,台中市西區五權路７２號１１樓,臺中市,西區,1997-07-01,explicit,1.0
台灣人壽保險股份有限公司,培馨通訊處,台中市西區五權路７２號１１樓,臺中市,西區,1999-08-01,explicit,1.0
台灣人壽保險股份有限公司,泰佳通訊處,台中市西區五權路７２號１１樓,臺中市,西區,2001-08-01,explicit,1.0
台灣人壽保險股份有限公司,奕傑通訊處,台中市西區五權路７２號４樓,臺中市,西區,2002-04-01,explicit,1.0
台灣人壽保險股份有限公司,永昌通訊處,台中市西區臺灣大道二段２２０號１６樓,臺中市,西區,2005-05-01,explicit,1.0
台灣人壽保險股份有限公司,中億通訊處,台中市西區五權路７２號８樓之２,臺中市,西區,2005-04-01,explicit,1.0
台灣人壽保險股份有限公司,立萬通訊處,台中市西區臺灣大道二段２２０號１６樓,臺中市,西區,2007-05-01,explicit,1.0
台灣人壽保險股份有限公司,文冠通訊處,台中市西區五權路７２號４樓之３,臺中市,西區,2007-05-01,explicit,1.0
台灣人壽保險股份有限公司,泳奕通訊處,台中市西區五權路７２號７樓之１,臺中市,西區,2011-01-01,explicit,1.0
台灣人壽保險股份有限公司,中二直轄一通訊處,台中市西區五權路７２號４樓之２,臺中市,西區,2000-09-01,explicit,1.0
台灣人壽保險股份有限公司,中二直轄二通訊處,台中市西區臺灣大道二段２２０號１６樓,臺中市,西區,2013-08-01,explicit,1.0
台灣人壽保險股份有限公司,中二直轄三通訊處,台中市西區五權路７２號７樓之２,臺中市,西區,2019-08-22,explicit,1.0
台灣人壽保險股份有限公司,台中通訊處,台中市西區台灣大道二段２３９號１４樓,臺中市,西區,2016-01-01,explicit,1.0
台灣人壽保險股份有限公司,五暘通訊處,台中市西區五權路７２號２樓,臺中市,西區,2016-01-01,explicit,1.0
台灣人壽保險股份有限公司,云暘通訊處,台中市西區五權路７２號２樓,臺中市,西區,2023-07-28,explicit,1.0
台灣人壽保險股份有限公司,旭峰通訊處,台中市西區台灣大道二段２３９號１４樓,臺中市,西區,2016-01-01,explicit,1.0
台灣人壽保險股份有限公司,千聚通訊處,台中市西區台灣大道二段239號14樓,臺中市,西區,2016-01-01,explicit,1.0
台灣人壽保險股份有限公司,陳圓通訊處,台中市西區五權路７２號８樓,臺中市,西區,2016-07-29,explicit,1.0
台灣人壽保險股份有限公司,日暘通訊處,台中市西區五權路７２號９樓,臺中市,西區,2016-08-19,explicit,1.0
台灣人壽保險股份有限公司,盛暘通訊處,台中市西區五權路７２號１樓,臺中市,西區,2016-09-23,explicit,1.0
台灣人壽保險股份有限公司,銘郡通訊處,台中市西區五權路７２號３樓,臺中市,西區,2018-08-23,explicit,1.0
台灣人壽保險股份有限公司,彰化直轄一通訊處,彰化縣彰化市中華西路３６９號９樓,彰化縣,彰化市,2013-01-01,explicit,1.0
台灣人壽保險股份有限公司,得銨通訊處,彰化縣彰化市中華西路３７１號９樓,彰化縣,彰化市,2010-01-01,explicit,1.0
台灣人壽保險股份有限公司,雲林直轄一通訊處,雲林縣斗六市永安路４６號４樓,雲林縣,斗六市,2016-04-01,explicit,1.0
台灣人壽保險股份有限公司,嘉義通訊處,嘉義市西區德安路３號５樓Ａ區,嘉義市,西區,1989-11-21,explicit,1.0
台灣人壽保險股份有限公司,嘉義直轄一通訊處,嘉義市西區德安路３號４樓,嘉義市,西區,2012-10-01,explicit,1.0
台灣人壽保險股份有限公司,群星通訊處,嘉義市西區德安路3號4樓A區,嘉義市,西區,2016-04-18,explicit,1.0
台灣人壽保險股份有限公司,長冠通訊處,台南市中西區成功路４５７號７樓,臺南市,中西區,1997-11-01,explicit,1.0
台灣人壽保險股份有限公司,台南直轄一通訊處,台南市中西區成功路４５７號８樓之１,臺南市,中西區,2012-09-01,explicit,1.0
台灣人壽保險股份有限公司,台南直轄二通訊處,台南市中西區成功路４５７號７樓,臺南市,中西區,2013-12-01,explicit,1.0
台灣人壽保險股份有限公司,台南直轄三通訊處,台南市中西區成功路４５７號７樓之２,臺南市,中西區,2015-08-01,explicit,1.0
台灣人壽保險股份有限公司,長治通訊處,台南市新營區中正路１０號６樓,臺南市,新營區,2008-10-01,explicit,1.0
台灣人壽保險股份有限公司,台南通訊處,台南市中西區民生路一段６２號９樓Ｂ室,臺南市,中西區,2016-01-01,explicit,1.0
台灣人壽保險股份有限公司,巨碩通訊處,台南市中西區民生路一段62號11樓A室,臺南市,中西區,2016-01-01,explicit,1.0
台灣人壽保險股份有限公司,巨賢通訊處,台南市中西區民生路一段62號11樓A室,臺南市,中西區,2016-01-01,explicit,1.0
台灣人壽保險股份有限公司,台南直轄七通訊處,台南市中西區成功路４５７號７樓,臺南市,中西區,2017-03-29,explicit,1.0
台灣人壽保險股份有限公司,勝郁通訊處,台南市中西區民生路一段６２號７樓,臺南市,中西區,2017-12-22,explicit,1.0
台灣人壽保險股份有限公司,飛雁通訊處,台南市中西區民生路一段６２號８樓Ａ室,臺南市,中西區,2018-02-21,explicit,1.0
台灣人壽保險股份有限公司,祥鈺通訊處,高雄市新興區六合二路１號１４樓,高雄市,新興區,2010-02-01,explicit,1.0
台灣人壽保險股份有限公司,高雄直轄一通訊處,高雄市新興區六合二路１號１７樓,高雄市,新興區,2012-02-01,explicit,1.0
台灣人壽保險股份有限公司,高雄直轄二通訊處,高雄市新興區六合二路１號１６樓,高雄市,新興區,2014-03-01,explicit,1.0
台灣人壽保險股份有限公司,高雄直轄五通訊處,高雄市新興區六合二路１號１６樓,高雄市,新興區,2001-10-27,explicit,1.0
台灣人壽保險股份有限公司,高三通訊處,高雄市新興區六合二路1號12樓,高雄市,新興區,2016-01-01,explicit,1.0
台灣人壽保險股份有限公司,干城通訊處,高雄市新興區六合二路1號13樓,高雄市,新興區,2016-01-01,explicit,1.0
台灣人壽保險股份有限公司,瑞益通訊處,高雄市新興區六合二路1號11樓,高雄市,新興區,2016-01-01,explicit,1.0
台灣人壽保險股份有限公司,愛鷹通訊處,高雄市新興區六合二路1號11樓,高雄市,新興區,2025-01-23,explicit,1.0
台灣人壽保險股份有限公司,高雄直轄三通訊處,高雄市新興區六合二路1號14樓,高雄市,新興區,2021-02-08,explicit,1.0
台灣人壽保險股份有限公司,高屏通訊處,屏東縣屏東市博愛路２８９號,屏東縣,屏東市,2013-08-01,explicit,1.0
台灣人壽保險股份有限公司,屏東直轄二通訊處,屏東縣屏東市中正路４６８號４樓,屏東縣,屏東市,2002-04-27,explicit,1.0
台灣人壽保險股份有限公司,屏舜通訊處,屏東縣屏東市中正路１２３號６樓之１,屏東縣,屏東市,2013-08-01,explicit,1.0
台灣人壽保險股份有限公司,宜蘭直轄一通訊處,宜蘭縣宜蘭市新民路７５號２樓,宜蘭縣,宜蘭市,2014-01-01,explicit,1.0
台灣人壽保險股份有限公司,萬泰通訊處,花蓮縣花蓮市國聯一路１６７號５樓,花蓮縣,花蓮市,1997-07-01,explicit,1.0
台灣人壽保險股份有限公司,宇悅花蓮通訊處,花蓮市國聯一路１６７號５樓,花蓮縣,花蓮市,2016-01-01,implicit_city,0.8
台灣人壽保險股份有限公司,台東直轄一通訊處,台東縣台東市中興路一段３９８號３樓,臺東縣,臺東市,2015-06-01,explicit,1.0
台灣人壽保險股份有限公司,台澎通訊處,澎湖縣馬公市光復路８８號８樓,澎湖縣,馬公市,2010-02-01,explicit,1.0
國泰人壽保險股份有限公司,大同通訊處,100台北市中正區重慶南路一段143號7、8樓,臺北市,中正區,1990-07-01,explicit,1.0
國泰人壽保險股份有限公司,城中通訊處,104台北市中山區松江路152號2樓,臺北市,中山區,1978-12-05,explicit,1.0
國泰人壽保險股份有限公司,博愛通訊處,104台北市中山區松江路190號8樓,臺北市,中山區,1994-09-13,explicit,1.0
國泰人壽保險股份有限公司,北二區部通訊處,104台北市中山區南京東路三段132號7樓,臺北市,中山區,2023-11-30,explicit,1.0
國泰人壽保險股份有限公司,松山通訊處,104台北市中山區南京東路二段6號7樓,臺北市,中山區,1994-11-15,explicit,1.0
國泰人壽保險股份有限公司,中山通訊處,104台北市中山區松江路152號4樓401室,臺北市,中山區,1978-12-05,explicit,1.0
國泰人壽保險股份有限公司,北北通訊處,104台北市中山區南京東路二段6號5樓,臺北市,中山區,1978-12-05,explicit,1.0
國泰人壽保險股份有限公司,昌泰通訊處,104台北市中山區南京東路二段2號9樓,臺北市,中山區,1994-09-13,explicit,1.0
國泰人壽保險股份有限公司,大豐通訊處,104台北市中山區南京東路二段2號3樓,臺北市,中山區,1994-12-19,explicit,1.0
國泰人壽保險股份有限公司,六福通訊處,104台北市中山區松江路152號4樓402室,臺北市,中山區,2009-03-01,explicit,1.0
國泰人壽保險股份有限公司,新興通訊處,104台北市中山區松江路192號11樓,臺北市,中山區,1994-11-15,explicit,1.0
國泰人壽保險股份有限公司,萬和通訊處,104台北市中山區松江路190號12樓,臺北市,中山區,1994-09-13,explicit,1.0
國泰人壽保險股份有限公司,輝陽通訊處,104台北市中山區南京東路二段6號6樓,臺北市,中山區,1996-08-08,explicit,1.0
國泰人壽保險股份有限公司,城北通訊處,105台北市松山區民生東路四段52號3樓B室,臺北市,松山區,1994-09-13,explicit,1.0
國泰人壽保險股份有限公司,崧勤通訊處,105台北市松山區民生東路四段52號5樓,臺北市,松山區,1978-12-05,explicit,1.0
國泰人壽保險股份有限公司,城駿通訊處,105台北市松山區南京東路四段126號3樓B2室,臺北市,松山區,2003-08-07,explicit,1.0
國泰人壽保險股份有限公司,震達通訊處,105台北市松山區民權東路三段181號5樓,臺北市,松山區,1994-09-13,explicit,1.0
國泰人壽保險股份有限公司,國豐通訊處,105台北市松山區民生東路四段52號3樓A室,臺北市,松山區,1994-12-19,explicit,1.0
國泰人壽保險股份有限公司,巨鼎通訊處,105台北市松山區民生東路四段52號4樓B室,臺北市,松山區,1994-09-13,explicit,1.0
國泰人壽保險股份有限公司,佳德通訊處,105台北市松山區南京東路五段387號6樓,臺北市,松山區,2015-04-23,explicit,1.0
國泰人壽保險股份有限公司,富凱通訊處,105台北市松山區南京東路四段126號2樓B室,臺北市,松山區,1995-01-23,explicit,1.0
國泰人壽保險股份有限公司,北城通訊處,105台北市松山區民生東路四段52號4樓,臺北市,松山區,1994-09-13,explicit,1.0
國泰人壽保險股份有限公司,忠孝通訊處,106台北市大安區忠孝東路四段230號10樓,臺北市,大安區,2002-10-29,explicit,1.0
國泰人壽保險股份有限公司,團險北一通訊處,106台北市大安區信義路四段236號11樓,臺北市,大安區,1994-09-13,explicit,1.0
國泰人壽保險股份有限公司,團險北二通訊處,106台北市大安區信義路四段236號11樓,臺北市,大安區,1994-09-13,explicit,1.0
國泰人壽保險股份有限公司,團險北三通訊處,106台北市大安區信義路四段236號11樓,臺北市,大安區,1994-12-19,explicit,1.0
國泰人壽保險股份有限公司,北一區部通訊處,106台北市信義路4段236號10樓,臺北市,大安區,2023-11-30,manual_override,1.0
國泰人壽保險股份有限公司,北四區部通訊處,106台北市大安區信義路四段236號10樓,臺北市,大安區,2023-11-30,explicit,1.0
國泰人壽保險股份有限公司,北東通訊處,106台北市大安區仁愛路四段357號3樓,臺北市,大安區,1978-12-05,explicit,1.0
國泰人壽保險股份有限公司,吉立通訊處,106台北市大安區辛亥路二段185號23樓A室,臺北市,大安區,1994-09-13,explicit,1.0
國泰人壽保險股份有限公司,信義通訊處,106台北市大安區仁愛路四段357號2樓,臺北市,大安區,1993-05-01,explicit,1.0
國泰人壽保險股份有限公司,昕陽通訊處,106台北市大安區忠孝東路四段230號12樓,臺北市,大安區,1994-12-19,explicit,1.0
國泰人壽保險股份有限公司,和平通訊處,106台北市大安區仁愛路四段357號2樓,臺北市,大安區,2024-03-21,explicit,1.0
國泰人壽保險股份有限公司,鴻億通訊處,106台北市大安區辛亥路二段185號22樓B室,臺北市,大安區,2007-08-06,explicit,1.0
國泰人壽保險股份有限公司,吉田通訊處,106台北市大安區辛亥路二段185號24樓A室,臺北市,大安區,1994-09-13,explicit,1.0
國泰人壽保險股份有限公司,台北電話行銷中心,106台北市大安區忠孝東路四段230號4樓,臺北市,大安區,2023-03-27,explicit,1.0
國泰人壽保險股份有限公司,匯豐通訊處,106台北市大安區辛亥路二段185號24樓B室,臺北市,大安區,1994-09-13,explicit,1.0
國泰人壽保險股份有限公司,盛陽通訊處,106台北市大安區忠孝東路四段230號8樓,臺北市,大安區,1999-01-14,explicit,1.0
國泰人壽保險股份有限公司,北三區部通訊處,104台北市中山區南京東路三段136號6樓,臺北市,中山區,2023-11-30,explicit,1.0
國泰人壽保險股份有限公司,萬華通訊處,108台北市萬華區昆明街77號9樓,臺北市,萬華區,1994-12-19,explicit,1.0
國泰人壽保險股份有限公司,龍山通訊處,108台北市萬華區昆明街77號8樓,臺北市,萬華區,2003-12-25,explicit,1.0
國泰人壽保險股份有限公司,萬龍通訊處,108台北市萬華區昆明街77號8樓,臺北市,萬華區,2025-07-01,explicit,1.0
國泰人壽保險股份有限公司,昌峰通訊處,110台北市信義區忠孝東路四段516號1樓,臺北市,信義區,1996-08-08,explicit,1.0
國泰人壽保險股份有限公司,陽明通訊處,112台北市北投區石牌路一段188號5樓,臺北市,北投區,1978-12-05,explicit,1.0
國泰人壽保險股份有限公司,北投通訊處,112台北市北投區中央北路二段335之2號5樓,臺北市,北投區,1989-07-01,explicit,1.0
國泰人壽保險股份有限公司,菁英通訊處,112台北市北投區中央北路二段335之2號4樓,臺北市,北投區,2023-11-30,explicit,1.0
國泰人壽保險股份有限公司,內湖通訊處,114台北市內湖區成功路五段460號4樓,臺北市,內湖區,1985-10-01,explicit,1.0
國泰人壽保險股份有限公司,東湖通訊處,114台北市內湖區成功路五段460號5樓,臺北市,內湖區,2010-01-11,explicit,1.0
國泰人壽保險股份有限公司,南港通訊處,115台北市南港區南港路三段52號3樓,臺北市,南港區,1980-01-10,explicit,1.0
國泰人壽保險股份有限公司,景美通訊處,116台北市文山區興隆路四段105巷42號6樓,臺北市,文山區,1978-12-05,explicit,1.0
國泰人壽保險股份有限公司,文山通訊處,116台北市文山區羅斯福路六段136號3樓,臺北市,文山區,1994-11-15,explicit,1.0
國泰人壽保險股份有限公司,鑫榮通訊處,116台北市文山區興隆路四段105巷42號4樓,臺北市,文山區,2025-07-01,explicit,1.0
國泰人壽保險股份有限公司,基瑞通訊處,201基隆市仁愛區仁一路281號2樓,基隆市,仁愛區,1991-05-01,explicit,1.0
國泰人壽保險股份有限公司,基市通訊處,202基隆市中正區義一路83號8樓,基隆市,中正區,1969-09-10,explicit,1.0
國泰人壽保險股份有限公司,基隆通訊處,202基隆市中正區義一路83號5樓,基隆市,中正區,1994-09-13,explicit,1.0
國泰人壽保險股份有限公司,隆盛通訊處,202基隆市中正區義一路83號3樓,基隆市,中正區,1994-11-15,explicit,1.0
國泰人壽保險股份有限公司,隆盛金山通訊處,208新北市金山區中山路96號,新北市,金山區,1989-07-01,explicit,1.0
國泰人壽保險股份有限公司,板橋通訊處,220新北市板橋區三民路一段216號5樓A室,新北市,板橋區,1994-09-13,explicit,1.0
國泰人壽保險股份有限公司,板泰通訊處,220新北市板橋區三民路一段216號4樓,新北市,板橋區,1994-09-13,explicit,1.0
國泰人壽保險股份有限公司,板成通訊處,220新北市板橋區三民路一段214號9樓,新北市,板橋區,1994-07-28,explicit,1.0
國泰人壽保險股份有限公司,板盛通訊處,220新北市板橋區三民路一段216號8樓,新北市,板橋區,1978-12-05,explicit,1.0
國泰人壽保險股份有限公司,北縣通訊處,220新北市板橋區三民路一段212號4樓B室,新北市,板橋區,1994-09-13,explicit,1.0
國泰人壽保險股份有限公司,板新通訊處,220新北市板橋區三民路一段212號5樓,新北市,板橋區,2005-10-20,explicit,1.0
國泰人壽保險股份有限公司,汐止通訊處,221新北市汐止區大同路二段196號9樓,新北市,汐止區,1989-07-01,explicit,1.0
國泰人壽保險股份有限公司,汐科通訊處,221新北市汐止區大同路二段196號10樓,新北市,汐止區,2012-12-17,explicit,1.0
國泰人壽保險股份有限公司,瑞芳通訊處,224新北市瑞芳區民生街23號3樓,新北市,瑞芳區,1989-07-01,explicit,1.0
國泰人壽保險股份有限公司,新店通訊處,231新北市新店區中正路190號14樓,新北市,新店區,1989-07-01,explicit,1.0
國泰人壽保險股份有限公司,鴻鑫通訊處,231新北市新店區中正路190號13樓,新北市,新店區,2024-11-28,explicit,1.0
國泰人壽保險股份有限公司,永和通訊處,234新北市中和區景安路50號12樓,新北市,中和區,1994-09-13,explicit,1.0
國泰人壽保險股份有限公司,正和通訊處,234新北市永和區中正路253號4樓,新北市,永和區,2002-10-29,explicit,1.0
國泰人壽保險股份有限公司,富群通訊處,235新北市中和區中正路279號6樓,新北市,中和區,1994-07-26,explicit,1.0
國泰人壽保險股份有限公司,昇曜通訊處,235新北市中和區中正路279號3樓,新北市,中和區,1989-07-01,explicit,1.0
國泰人壽保險股份有限公司,雙和通訊處,235新北市中和區中正路279號4樓,新北市,中和區,1996-08-08,explicit,1.0
國泰人壽保險股份有限公司,福和通訊處,235新北市中和區中正路279號5樓,新北市,中和區,2009-08-21,explicit,1.0
國泰人壽保險股份有限公司,海山通訊處,236新北市土城區金城路二段211號7樓,新北市,土城區,1981-06-12,explicit,1.0
國泰人壽保險股份有限公司,馥華通訊處,236新北市土城區金城路二段211號7樓,新北市,土城區,2025-12-04,explicit,1.0
國泰人壽保險股份有限公司,三峽通訊處,237新北市三峽區復興路261號1樓,新北市,三峽區,1978-12-05,explicit,1.0
國泰人壽保險股份有限公司,樹林通訊處,238新北市樹林區中山路一段217號7樓,新北市,樹林區,1999-01-14,explicit,1.0
國泰人壽保險股份有限公司,鶯歌通訊處,239新北市鶯歌區中山路319號,新北市,鶯歌區,1998-12-30,explicit,1.0
國泰人壽保險股份有限公司,新北通訊處,241新北市三重區重新路四段87號9樓,新北市,三重區,1969-08-19,explicit,1.0
國泰人壽保險股份有限公司,三重通訊處,241新北市三重區重新路四段89號6樓,新北市,三重區,1993-05-01,explicit,1.0
國泰人壽保險股份有限公司,重新通訊處,241新北市三重區重新路四段87號7樓,新北市,三重區,1998-12-30,explicit,1.0
國泰人壽保險股份有限公司,新莊通訊處,242新北市新莊區中正路316號4樓,新北市,新莊區,1981-06-12,explicit,1.0
國泰人壽保險股份有限公司,新泰通訊處,242新北市新莊區中正路389號8樓,新北市,新莊區,2005-12-05,explicit,1.0
國泰人壽保險股份有限公司,泰山通訊處,243新北市泰山區明志路一段108號4樓,新北市,泰山區,1989-07-01,explicit,1.0
國泰人壽保險股份有限公司,泰山林口通訊處,244新北市林口區中山路71號9樓,新北市,林口區,1989-07-01,explicit,1.0
國泰人壽保險股份有限公司,蘆洲通訊處,247新北市蘆洲區長榮路392號2樓,新北市,蘆洲區,2003-11-24,explicit,1.0
國泰人壽保險股份有限公司,五股通訊處,248新北市五股區中興路四段42號4樓,新北市,五股區,1991-05-01,explicit,1.0
國泰人壽保險股份有限公司,五股八里通訊處,249新北市八里區中山路二段341號2樓,新北市,八里區,1999-01-14,explicit,1.0
國泰人壽保險股份有限公司,淡水通訊處,251新北市淡水區學府路36號4樓之1,新北市,淡水區,1989-07-01,explicit,1.0
國泰人壽保險股份有限公司,淡水三芝通訊處,252新北市三芝區三民街1號2樓,新北市,三芝區,2020-02-27,explicit,1.0
國泰人壽保險股份有限公司,宜蘭通訊處,260宜蘭縣宜蘭市中山路三段217號6樓,宜蘭縣,宜蘭市,1978-12-05,explicit,1.0
國泰人壽保險股份有限公司,礁溪通訊處,260宜蘭縣宜蘭市中山路三段217號2樓,宜蘭縣,宜蘭市,1989-07-01,explicit,1.0
國泰人壽保險股份有限公司,宜市通訊處,260宜蘭縣宜蘭市宜興路二段33號6樓,宜蘭縣,宜蘭市,2013-12-30,explicit,1.0
國泰人壽保險股份有限公司,宜冠通訊處,260宜蘭縣宜蘭市中山路三段217號3樓,宜蘭縣,宜蘭市,2025-07-01,explicit,1.0
國泰人壽保險股份有限公司,宜興通訊處,260宜蘭縣宜蘭市中山路三段217號6樓,宜蘭縣,宜蘭市,2025-07-01,explicit,1.0
國泰人壽保險股份有限公司,東台區部通訊處,260宜蘭縣宜蘭市中山路三段217號7樓,宜蘭縣,宜蘭市,2024-03-21,explicit,1.0
國泰人壽保險股份有限公司,頭城通訊處,261宜蘭縣頭城鎮環鎮東路二段335號3樓,宜蘭縣,頭城鎮,2023-12-28,explicit,1.0
國泰人壽保險股份有限公司,羅東通訊處,265宜蘭縣羅東鎮公正路157號4樓,宜蘭縣,羅東鎮,1994-09-13,explicit,1.0
國泰人壽保險股份有限公司,蘭陽通訊處,265宜蘭縣羅東鎮純精路一段109號2樓,宜蘭縣,羅東鎮,1995-04-19,explicit,1.0
國泰人壽保險股份有限公司,宜分通訊處,265宜蘭縣羅東鎮公正路157號7樓,宜蘭縣,羅東鎮,2013-12-30,explicit,1.0
國泰人壽保險股份有限公司,羅勝通訊處,265宜蘭縣羅東鎮公正路157號8樓,宜蘭縣,羅東鎮,2025-07-01,explicit,1.0
國泰人壽保險股份有限公司,蘇澳通訊處,270宜蘭縣蘇澳鎮蘇港路195號4樓,宜蘭縣,蘇澳鎮,1985-10-01,explicit,1.0
國泰人壽保險股份有限公司,竹宏通訊處,300新竹市民族路150號5樓,新竹市,東區,1969-09-10,road_lookup,0.9
國泰人壽保險股份有限公司,竹勝通訊處,300新竹市中華路三段9號2樓之1,新竹市,北區,1994-09-13,road_lookup,0.9
國泰人壽保險股份有限公司,竹興通訊處,300新竹市中華路三段9號4樓之1,新竹市,北區,1978-12-05,road_lookup,0.9
國泰人壽保險股份有限公司,竹市通訊處,300新竹市民族路150號8樓,新竹市,東區,1994-09-13,road_lookup,0.9
